"IDself","IDother","distance","age","gender","classNr","EigenvectorCentrality","friendsIn","stdFriendsIn","Betweenness"
10099,10046,1,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10099,0,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10075,1,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10079,1,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10087,2,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10085,1,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10081,2,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10026,2,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10099,10010,2,14,"female",100,0.403934200471558,8,-0.236338527407104,0.196078431372549
10075,10070,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10063,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10042,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10035,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10088,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10015,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10073,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10083,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10053,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10019,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10046,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10099,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10075,0,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10079,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10087,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10085,1,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10081,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10026,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10075,10010,2,15,"female",100,0.323690943157436,8,-0.236338527407104,0.0220043572984749
10079,10070,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10063,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10042,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10035,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10088,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10015,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10073,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10083,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10053,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10019,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10046,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10099,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10075,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10079,0,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10087,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10085,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10081,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10026,2,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10079,10010,1,15,"male",100,0.521989175593825,11,0.605617476480704,0.053921568627451
10087,10070,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10063,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10042,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10035,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10088,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10015,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10073,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10083,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10053,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10019,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10046,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10099,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10075,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10079,2,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10087,0,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10085,3,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10081,4,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10026,1,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10087,10010,3,14,"female",100,0.39715418013202,7,-0.51699052870304,0.0315904139433551
10085,10070,3,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10063,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10042,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10035,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10088,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10015,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10073,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10083,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10053,1,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10019,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10046,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10099,1,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10075,1,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10079,1,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10087,3,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10085,0,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10081,1,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10026,3,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10085,10010,2,14,"female",100,0.0410220998437874,5,-1.07829453129491,0.267429193899782
10081,10070,4,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10063,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10042,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10035,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10088,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10015,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10073,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10083,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10053,2,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10019,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10046,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10099,2,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10075,2,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10079,2,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10087,4,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10085,1,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10081,0,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10026,4,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10081,10010,3,16,"female",100,0.00271733381825256,1,-2.20090253647866,0
10026,10070,2,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10063,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10042,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10035,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10088,2,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10015,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10073,2,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10083,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10053,2,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
10026,10019,1,15,"female",100,0.535143151464605,7,-0.51699052870304,0.00544662309368192
