"ID","participantNr","period","gender","nAnimals","estimate","socialInfo","estimate_revised","s","target","d_target","IOS","treatment","classR","otherNr","age","self_popularity","std_self_popularity","self_indegree","std_self_indegree","self_smart","std_self_smart","eigenCentralitySelf","BetweenesSelf","distance","friends_xy","popular_xy","smart_xy","other_p_indegree","std_other_p_indegree","other_p_popularity","std_other_p_popularity","other_p_smart","std_other_p_smart","eigenCentralityOther","BetweenesOther","perc_self_indegree","perc_self_popularity","perc_self_smart","perc_other_p_indegree","perc_other_p_popularity","perc_other_smart","friendANDnonFriend","diffPeers","heuristic","friend","norme1","norme2","error1","error2","percent_error1","percent_error2","improvement","improvementnorm","dist","improved","improved_factor","under","under_factor","under_e2","under_factor_e2","copy","stay"
93,10315,7,"female",50,53,33,53,0,42.4,9.40000000000001,4,1,103,10387,13,1,-0.651290000555136,5,0.75955452531275,10,0.300512540974298,0.999999999999999,0,1,1,0,1,6,1.5191090506255,1,-0.651290000555136,12,0.939101690544682,1,0,0.416666666666667,0.0833333333333333,0.833333333333333,0.5,0.0833333333333333,1,0,0,1,1,1.06,1.06,3,3,6,6,0,0,20,-1,"worst",1,"overestimate",1,"overestimate",0,1
93,10315,8,"female",50,43,49,43,0,51.6,2.6,4,1,103,10387,13,1,-0.651290000555136,5,0.75955452531275,10,0.300512540974298,0.999999999999999,0,1,1,0,1,6,1.5191090506255,1,-0.651290000555136,12,0.939101690544682,1,0,0.416666666666667,0.0833333333333333,0.833333333333333,0.5,0.0833333333333333,1,0,0,1,1,0.86,0.86,7,7,14,14,0,0,6,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
93,10315,9,"female",52,55,63,58,0.375,44,19,4,1,103,10387,13,1,-0.651290000555136,5,0.75955452531275,10,0.300512540974298,0.999999999999999,0,1,1,0,1,6,1.5191090506255,1,-0.651290000555136,12,0.939101690544682,1,0,0.416666666666667,0.0833333333333333,0.833333333333333,0.5,0.0833333333333333,1,0,0,2,1,1.05769230769231,1.11538461538462,3,6,5.76923076923077,11.5384615384615,-3,-0.0576923076923077,8,-1,"worst",1,"overestimate",1,"overestimate",0,0
93,10315,10,"female",58,69,53,67,0.125,55.2,2.2,4,1,103,10387,13,1,-0.651290000555136,5,0.75955452531275,10,0.300512540974298,0.999999999999999,0,1,1,0,1,6,1.5191090506255,1,-0.651290000555136,12,0.939101690544682,1,0,0.416666666666667,0.0833333333333333,0.833333333333333,0.5,0.0833333333333333,1,0,0,2,1,1.18965517241379,1.1551724137931,11,9,18.9655172413793,15.5172413793103,2,0.0344827586206897,16,-1,"worst",1,"overestimate",1,"overestimate",0,0
94,10387,1,"female",53,40,50,42,0.2,48,2,5,1,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,2,1,0.754716981132076,0.792452830188679,13,11,24.5283018867925,20.7547169811321,2,0.0377358490566038,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
94,10387,2,"female",50,60,60,60,NA,48,12,5,1,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,NA,1,1.2,1.2,10,10,20,20,0,0,0,-1,"worst",1,"overestimate",1,"overestimate",1,1
94,10387,3,"female",50,65,40,60,0.2,52,12,5,1,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,2,1,1.3,1.2,15,10,30,20,5,0.1,25,-1,"worst",1,"overestimate",1,"overestimate",0,0
94,10387,4,"female",52,45,50,45,0,54,4,5,1,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,1,1,0.865384615384615,0.865384615384615,7,7,13.4615384615385,13.4615384615385,0,0,5,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
94,10387,5,"female",58,70,62,68,0.25,56,6,5,1,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,2,1,1.20689655172414,1.17241379310345,12,10,20.6896551724138,17.2413793103448,2,0.0344827586206897,8,-1,"worst",1,"overestimate",1,"overestimate",0,0
94,10387,6,"female",53,40,50,40,0,48,2,5,0,103,10333,12,1,-0.651290000555136,6,1.5191090506255,12,0.939101690544682,1,0,1,1,0,0,5,0.75955452531275,0,-0.914907381732214,9,-0.0187820338108936,1,0,0.5,0.0833333333333333,1,0.416666666666667,0,0.75,0,0,1,1,0.754716981132076,0.754716981132076,13,13,24.5283018867925,24.5283018867925,0,0,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
